,entname,is_bra,pledgenum,taxunpaidnum,priclasecam,is_bp,labels,tag
1539,e50e489ad2f47612d6d36486b4c4b04e,0,0,0,0,0.076923077,0,0
1540,e5585a2b109ed4b0a7d1760f6febf813,0,0,0,0,0.076923077,0,0
1541,e55e4a2ebb4660f51ad2a11d15367abe,0,0,0,0,0.076923077,0,0
1542,e5d9bd632566f4c8d46bf6265482906f,0,0,0,0,0.076923077,0,0
1543,e5dc868b920f42e78b985cbced1fb826,0,0,0,0,0.076923077,0,0
1544,e5f9047657c0fc1226f9f2f8025cfc01,0,0,0,0,0.076923077,0,0
1545,e617289a3bbfb76804cd681d3bb888c3,0,0,0,0,0.076923077,0,0
1546,e6a368317a586154ea0ad359171e2007,0,0,0,0,0.076923077,0,0
1547,e6ada0b10ece18169b88099790559894,0,0,0,0,0.076923077,0,0
1548,e6b823a695456448070e45bee2898ccf,0,0,0,0,0.076923077,0,0
1549,e70c59f70279b4e1eccf66d77a1bda11,0,0,0,0,0.076923077,0,0
1550,e781784ba631b87fe67d8007febf7f59,0,0,0,0,0.076923077,0,0
1551,e7a42ad9c6f93b2495187eb707a0e35f,0,0,0,0,0.076923077,0,0
1553,e808b6525f4fc86c42b12d056b7c3fd8,0,0,0,0,0.076923077,0,0
1554,e9241b413df2a5cfb47e8282aa8bc827,0,0,0,0,0.076923077,0,0
1555,e9527323e916e7efd689191cc8935a62,0,0,0,0,0.076923077,0,0
1556,e9636f1f71548fa338f809463846ab3f,0,0,0,0,0.076923077,0,0
1557,ea15abe2859cdedf62c7ab377cdd9aba,0,0,0,0,0.076923077,0,0
1558,ea23120185334db0a5665721f92f2bac,0,0,0,0,0.076923077,0,0
1559,ea36b6ea6d29213f7ee5a74ba8c91049,0,0,0,0,0.076923077,0,0
1560,ea379982beacbba9f768b41bb2f61416,0,0,0,0,0.076923077,0,0
1198,8957e08873a5953903f7d3f67825325c,0.5,0,0,0,0.076923077,2,1
1561,ea4582eea71860c5120c608ea57b2fa2,0,0,0,0,0.076923077,0,0
1562,eab5bda03948bfc832ff7dd9fda540d9,0,0,0,0,0.076923077,0,0
1563,eac3cde61310012ab2a1855f9346f567,0,0,0,0,0.076923077,0,0
1564,eb05cb55b9f466770a34e2c2756ea220,0,0,0,0,0.076923077,0,0
1565,eb3013e27d150c140996ecc365c93537,0,0,0,0,0.076923077,0,0
1566,eb31c67f5efcf999ec93d99829916a9c,0,0,0,0,0.076923077,0,0
1567,eb5f9f6bcbc89a10804c8d4500be24f5,0,0,0,0,0.076923077,0,0
1568,eb911e77b83004919e996f93821b0600,0,0,0,0,0.076923077,0,0
1569,eb9fbd8506b3b9afd965e2c71c542aad,0,0,0,0,0.076923077,0,0
1570,ebc9e192ba17fd128b1b24ce89dd62f9,0,0,0,0,0.076923077,0,0
1571,ecbeae0b8ea48ab7c4bc13f1796770f9,0,0,0,0,0.076923077,0,0
1572,ecd9b53f2cf9562857a7f3d8478f48d3,0,0,0,0,0.076923077,0,0
1573,edc3205e9cf1e2bccbe739ade67958b3,0,0,0,0,0.076923077,0,0
1574,ee17b78a5f66e74834d3302661f5c255,0,0,0,0,0.076923077,0,0
1575,ee531a22a3900b1e314f13cba9eef943,0,0,0,0,0.076923077,0,0
1576,ee68488fd880515398e9f621dc0b11ce,0,0,0,0,0.076923077,0,0
1577,ee7fc95483a25b3030ce427c136164b0,0,0,0,0,0.076923077,0,0
1216,8cf3c135eae473568dd277071ba043ce,0.25,0,0,0,0.076923077,1,1
1578,ee9c9c54af23fbbb3ee24ba519a39327,0,0,0,0,0.076923077,0,0
1579,eeeed9f4406f6e7faa3c9c85ad7a6efd,0,0,0,0,0.076923077,0,0
1580,efa0be9f990a7a2fb454db5c2dd16f73,0,0,0,0,0.076923077,0,0
1581,efc38da652297f016524fdffbf839b53,0,0,0,0,0.076923077,0,0
1582,f03c84244813cb66941b821142ab8144,0,0,0,0,0.076923077,0,0
1583,f0afc9c10ee8a43c0732e9c5db61f447,0,0,0,0,0.076923077,0,0
1584,f141bb1bdd60ee1667c7110c3dbded60,0,0,0,0,0.076923077,0,0
1585,f150bdfd219b279b983a3862051b2835,0,0,0,0,0.076923077,0,0
1586,f16d7e4ee032762fdf177c4fa4850b6e,0,0,0,0,0.076923077,0,0
1587,f1a5f8ed30888ac3cb20978c5b65cf6d,0,0,0,0,0.076923077,0,0
1588,f275b3d53bc9e039bc38f49dfbb09529,0,0,0,0,0.076923077,0,0
1589,f2f67d52fa71a44acbeca90e13ae2ac8,0,0,0,0,0.076923077,0,0
1590,f30b37ea80750d45db9d66a77c457db9,0,0,0,0,0.076923077,0,0
1591,f353fb92692bd89a96a6688717007ffc,0,0,0,0,0.076923077,0,0
1592,f361de673baa4220a22f9a923fc1b69c,0,0,0,0,0.076923077,0,0
1593,f3951104a4ca258409bcebf421d303ad,0,0,0,0,0.076923077,0,0
1594,f3e351f9fb03fcc3654b040e8e027fd5,0,0,0,0,0.076923077,0,0
1595,f47e4c350d08ae730de7129249810945,0,0,0,0,0.076923077,0,0
1596,f484bcde14c48ab6ff2caba8ec1305ec,0,0,0,0,0.076923077,0,0
1597,f4ac23ad5e5748704955a9dca5cfdb33,0,0,0,0,0.076923077,0,0
1598,f4c77bb1696a2ec108b2606b755b3516,0,0,0,0,0.076923077,0,0
1599,f4f4589bc1ef93c8a9fe0427c3e80f93,0,0,0,0,0.076923077,0,0
1600,f62aae8534ae05ace4db4a2b0fe994ac,0,0,0,0,0.076923077,0,0
1601,f65f487d01682af18cd85cad4a314155,0,0,0,0,0.076923077,0,0
1602,f6739e84f9a54a03f4b4784a2d7ff13f,0,0,0,0,0.076923077,0,0
1603,f68a132515370169a0db7ba643029b23,0,0,0,0,0.076923077,0,0
1604,f6f8ee3219efafa2541556545741ad89,0,0,0,0,0.076923077,0,0
1605,f6fa99a7a0bd5d3ed860f9295e0c57aa,0,0,0,0,0.076923077,0,0
1606,f71d9da19eff76af8040ad99cbeab292,0,0,0,0,0.076923077,0,0
1607,f7ad6333dce97e5a7d5ba24932f9b9a0,0,0,0,0,0.076923077,0,0
1608,f80fb0bfbb656b800ea47a84a7b3d209,0,0,0,0,0.076923077,0,0
1609,f85334b4944fd16650ad479753398c80,0,0,0,0,0.076923077,0,0
1610,f889db1d5227c057e2237e019a6f60ee,0,0,0,0,0.076923077,0,0
1611,f8c13591676d532faa3c94e2457102a2,0,0,0,0,0.076923077,0,0
1612,f8eda920299058cba27bb81fa61cb230,0,0,0,0,0.076923077,0,0
1613,f9590ae4f2548bda364e290781d72752,0,0,0,0,0.076923077,0,0
1614,f9b3a9695b897e2f1319eaa7be7b9ee3,0,0,0,0,0.076923077,0,0
1615,f9de33cf1cca71c9d0709457f70fee26,0,0,0,0,0.076923077,0,0
1616,fa11b3583291c0cedc5a05263145f4fd,0,0,0,0,0.076923077,0,0
1617,fa5eda1373c290e0aa1d524411d57478,0,0,0,0,0.076923077,0,0
1619,fabe4ded4d181b22462973279405aa38,0,0,0,0,0.076923077,0,0
1620,fb3ad8d8b16c7d61a60845979aea78f2,0,0,0,0,0.076923077,0,0
1621,fb990b82e285844cf9b47ab1508c2dca,0,0,0,0,0.076923077,0,0
1622,fbdfe403754cc26a7ebf8955b5f5bc9b,0,0,0,0,0.076923077,0,0
1623,fc603e2289c879dee323762dc6d9f3d2,0,0,0,0,0.076923077,0,0
1624,fc7ceb9df9ed8f7bf284561756b39170,0,0,0,0,0.076923077,0,0
1625,fcb96ee1a54dbea29ff1b756b72de53d,0,0,0,0,0.076923077,0,0
1626,fcf8b09d50eb301b9f6baef36a1fae4c,0,0,0,0,0.076923077,0,0
1627,fdab7328fcf089ef7f0d98307fa706e4,0,0,0,0,0.076923077,0,0
1628,fdae7ca086cca8998fe1941d936e18b5,0,0,0,0,0.076923077,0,0
1629,fdc52b98953e5a52a9f956ab308e5c39,0,0,0,0,0.076923077,0,0
1630,feec6dfa166e0181370775244d25b63f,0,0,0,0,0.076923077,0,0
1631,ff07d2872fd8b5795a681c9fa0fdebab,0,0,0,0,0.076923077,0,0
1632,ff2a8c40060f79900fcbda34d1c3b2bf,0,0,0,0,0.076923077,0,0
1633,ff53315ed609906c1d62db57ae14496b,0,0,0,0,0.076923077,0,0
1634,ff5e4354608b2642765225d49b50fdae,0,0,0,0,0.076923077,0,0
1635,ff7200ddc32df2ce390d63eea7118065,0,0,0,0,0.076923077,0,0
54,4f89786a85f832ebc91b5cbf7992e625,0,0,0.123575951,0,0,0,0
55,c109ec4350fb7bfde2a3066888432fc4,0,0,0.093877562,0,0,0,0
56,5525f22de4be9251977f6d5f09e67748,0,0,0.093255434,0,0,0,0
57,1ad26d7edf3351d218649e42fe728b37,0,0,0.091371787,0,0,0,0
58,dfde87a60a562993352fd25b489d1d15,0,0,0.090864254,0,0,0,0
59,1e78e147c02d6cf9f676b6e50cd5c48d,0,0,0.090646818,0,0,0,0
60,c6870ea53e33f9ec1ac4707db1b59a40,0,0,0.082135475,0,0,0,0
61,f7f199b0a4a6d5e729a814d49d250496,0,0,0.077099008,0,0,0,0
63,857c810810afe4dd89b8ed1b9a796443,0,0,0.063164082,0,0,0,0
64,f7660ef817f7c4be5cfabd8fad5410f9,0,0,0.063061139,0,0,0,0
65,79632b6c6f9e49750a93342edcb83839,0,0,0.06290964,0,0,0,0
66,91b2bc6d85201358072f80e0321d0277,0,0,0.062723841,0,0,0,0
67,9ec67d343a6f4f0ed8b3526782204bb9,0,0,0.062000741,0,0,0,0
68,da88ac376910cf782bd65bfa6a8d2593,0,0,0.061410381,0,0,0,0
69,72f20970385af7f6fcbe92268325f99d,0,0,0.060392381,0,0,0,0
70,3a8155af8efe8ba3476642b529a90aee,0,0,0.059943629,0,0,0,0
71,95c8b0904a33aca3a26e494299818b9e,0,0,0.059588588,0,0,0,0
72,1da09d53addc6c994d3a13b143beeb46,0,0,0.059452822,0,0,0,0
73,0ba36e01fa46b4f4e327da0c6b85c256,0,0,0.059345437,0,0,0,0
74,9b7ac000f11967f258a61961b05e6ef3,0,0,0.058763685,0,0,0,0
75,24057f034972e389291e87c8fc0e3338,0,0,0.058212595,0,0,0,0
76,77382b0d685810c63d98972af09347cc,0,0,0.055608774,0,0,0,0
77,91989b5ba3d9b1333b74cb57d5760a5f,0,0,0.048953158,0,0,0,0
78,2401263cce8f1149aaf5548470016bf0,0,0,0.048841426,0,0,0,0
79,7c03b889b4ba44153ac3c4adf38c6242,0,0,0.045001235,0,0,0,0
80,05fad70ae986382c0f595d83ab3f93a5,0,0,0.041869981,0,0,0,0
81,c94912ae70a22c1d4f4848e708a26be9,0,0,0.036274904,0,0,0,0
82,d625f3a1c70636b9186113e755cf9129,0,0,0.035922174,0,0,0,0
83,3135effd433c7a67a7d0c29ee06ab75a,0,0,0.034737751,0,0,0,0
84,61579f608f34bbf4536c8b6c13a42c1e,0,0,0.033666312,0,0,0,0
85,87f5a894f255a4a1cab17fdeb38e69fe,0,0,0.031609278,0,0,0,0
86,8c4b53b7c269625098235651b5ada03f,0,0,0.031290046,0,0,0,0
87,a00ca9e23adb8ac17859e57c3356f4df,0,0,0.031145776,0,0,0,0
88,99a4a59a5d05c49ee300ecfb50ba3e8b,0,0,0.03090536,0,0,0,0
89,18f1e159cebb1121d2ba2cd628daf756,0,0,0.030787342,0,0,0,0
91,f2459cb62295bb33f91a9ae9bb7a2b66,0,0,0.0302943,0,0,0,0
92,3be82dcad4463ffa3d454ebdad49c411,0,0,0.029912323,0,0,0,0
93,d4c1b2bff1561d64d4c6b93397ca64c7,0,0,0.029082954,0,0,0,0
94,cacd2235de4749b7d0f81a082e171ffa,0,0,0.028316181,0,0,0,0
95,1e9409773224cc546a0276f0da5a6ae8,0,0,0.027704511,0,0,0,0
96,4b500bf069d23102b4789d3e07c4d291,0,0,0.027611428,0,0,0,0
98,e618ab4480fbbaf221870bea3c048734,0,0,0.026715827,0,0,0,0
99,995f7f998b0dc2a2e2371631dc427a1c,0,0,0.02561794,0,0,0,0
102,f5544f6d3986b0cd6f06dcb11e3b40b9,0,0,0.023881698,0,0,0,0
103,016df473c61ee7f21b488017d629f4f7,0,0,0.02362442,0,0,0,0
104,e89fcdefc29613cdd6488b1a39e4ab57,0,0,0.022921298,0,0,0,0
105,0d3c874d68fd78cff5c120b3e079f526,0,0,0.022765215,0,0,0,0
106,b98d540bb1e7a1b4d833c2cc88d028cb,0,0,0.021698316,0,0,0,0
107,a51b261ed86839e54b00c73187ad6033,0,0,0.021516378,0,0,0,0
109,016a14dbfc494b6a03991a65da3c8b38,0,0,0.021178296,0,0,0,0
110,fb4448b19a7c544fd9fd7db12ed724be,0,0,0.020675428,0,0,0,0
1325,a8b94c5f50e006a22908cf9f86a36a3a,0.25,0,0,0,0.076923077,1,1
111,96ab358bd306f3e125d759394bb5d95a,0,0,0.020256362,0,0,0,0
112,d47496981e7862da3aeb05fd144a8dff,0,0,0.018812663,0,0,0,0
113,1df0091a6f709ec1002bc7333126afd6,0,0,0.018015197,0,0,0,0
114,530a9b8e83a4a096d585d196469c3958,0,0,0.017296559,0,0,0,0
115,3e27728fd47131f260d135efd17395e7,0,0,0.013336849,0,0,0,0
116,337bb972125dd3de76aedf69da7d78a1,0,0,0.012809781,0,0,0,0
117,30b85d5045cbaec5403ad8018f9a8046,0,0,0.01278874,0,0,0,0
118,d4ef8e800567792ec05638dd2ba4a78f,0,0,0.012787858,0,0,0,0
119,58d9b6c5c3b3c80ca9be2fda8d1a7173,0,0,0.012787382,0,0,0,0
120,63cdbad243a5f25fff02ca0b1e4adf26,0,0,0.012635518,0,0,0,0
121,6934ed258d4ac625c9bac14638d52724,0,0,0.012457899,0,0,0,0
122,dc7749704dd9e71928107881d63e7f20,0,0,0.012403419,0,0,0,0
123,52b8b7f00e78fcb04b506ba197985c38,0,0,0.012379354,0,0,0,0
124,eb68f6d23755936f95ec9cc357a7ba7d,0,0,0.012353255,0,0,0,0
125,3f6146cf51b2ea7477c3a8deaffa4308,0,0,0.012305827,0,0,0,0
126,ff2b3c1789a3cca036c3b1abda6190c4,0,0,0.012095398,0,0,0,0
127,be85749afcdafbf578923ccd931d1b65,0,0,0.012025206,0,0,0,0
128,9326e89a6506ffd2c7671fc81c9251c9,0,0,0.012001278,0,0,0,0
129,ad07f14f9af5461bc39f6582f0365c96,0,0,0.011955063,0,0,0,0
130,6729ecef71f1ea9ba2f8189bf6537619,0,0,0.011925754,0,0,0,0
131,e8c477fdbc416dc929dfd2642189d9ef,0,0,0.011699099,0,0,0,0
132,5da3b32cfdb021f5ab1aaf77a9e67a86,0,0,0.011683566,0,0,0,0
133,65c9f4f39efa42fb02b3ba753d6b5d13,0,0,0.011654392,0,0,0,0
134,1d8e93b07baae103b8bbadbbff21a6c1,0,0,0.01156036,0,0,0,0
135,0a684240142a2143f7f11362830c743a,0,0,0.011557802,0,0,0,0
136,cefe6a7c958b2cbcaa6e5bce9b434062,0,0,0.011544227,0,0,0,0
137,2f8e184827947c47c57fb53963a6bd16,0,0,0.010988972,0,0,0,0
138,c88bab628e5c9c1eff11f1f083da299c,0,0,0.010822242,0,0,0,0
139,c4f5d8233616235ae28831cd5c5a128d,0,0,0.010670448,0,0,0,0
141,d9122f778adb98d57e9fb12e4a95f8ce,0,0,0.010026474,0,0,0,0
142,2054ff42d2e93c76912ce77860d4edb8,0,0,0.009348781,0,0,0,0
143,ee9931a7f910c207d3682f24ed06ac05,0,0,0.009209837,0,0,0,0
144,e0ae4678da02d3520103e75d61a8d392,0,0,0.009049934,0,0,0,0
145,c38ce613f5a4d1566842557dc73a1460,0,0,0.008703061,0,0,0,0
146,739077771ccc92734fed8111d97e9d7a,0,0,0.008151511,0,0,0,0
147,11cae73224b526b1f70498a123ba6b0a,0,0,0.006643927,0,0,0,0
148,376d44d6a24443487b47aa8e5960e0ef,0,0,0.00561396,0,0,0,0
149,f45b51ec9d4850940262391cbcb5a766,0,0,0.005185969,0,0,0,0
150,1bd889bedf55f3024adc5634bbd09f92,0,0,0.005163904,0,0,0,0
151,3c19f203421f1f86b121d52d20a20c17,0,0,0.005058868,0,0,0,0
152,f36c3ed44b4e08af59204425f311355e,0,0,0.004935026,0,0,0,0
153,cb9314f5f0be2751f6bd6dcd2e492672,0,0,0.004557575,0,0,0,0
154,7fd9e927cb6696931c4d90b53682ca08,0,0,0.004264281,0,0,0,0
155,19c032cfdc333b333d28014824295d26,0,0,0.00411571,0,0,0,0
157,1ea3b102fccc9d89dc8b17d2e341eb7e,0,0,0.003840735,0,0,0,0
158,61dc17d045600be02c968d2b829e3a2d,0,0,0.003725162,0,0,0,0
159,0c731d70430144e6df86223384fe0d82,0,0,0.003622224,0,0,0,0
160,988244f9c80e60b0ce706fe4bef1af3f,0,0,0.003591385,0,0,0,0
161,27e87b719cf62f1f1dcb7aac4fd3ba79,0,0,0.003516389,0,0,0,0
162,947f5d89d0fa6d1b85691b38662bd627,0,0,0.003322737,0,0,0,0
163,7cc6cb4b01c0fdbdd999d9f38cac4ab6,0,0,0.003186067,0,0,0,0
164,655606bca0d91b6ef21cfd50a64a52f6,0,0,0.003080703,0,0,0,0
165,d0e9c055bf530cf3b3cafde4a0072b08,0,0,0.002789675,0,0,0,0
166,1ef735bc09db4b565e051739bee4f6e6,0,0,0.002712328,0,0,0,0
167,7ac944697d0b6e2f29b501aee334d43b,0,0,0.002701533,0,0,0,0
168,e3cced6b2fa4417fe3f62f7242dfa00c,0,0,0.002598573,0,0,0,0
171,d89bf24fc6ad6be504e8dc76926f7395,0,0,0.002450082,0,0,0,0
173,d0d6810ebae86a0a410f5e7c2c1ac015,0,0,0.002036235,0,0,0,0
174,aadb4389d0a1ea95cb056b39ea124407,0,0,0.002007316,0,0,0,0
175,0fef2e587390ecdaf5c8d5946070051a,0,0,0.001985483,0,0,0,0
176,003ef0a7e75d860b253863ec90fb62a6,0,0,0.001899454,0,0,0,0
177,b00e6b9ba642f7512e2f91d71bf8e6f0,0,0,0.001877599,0,0,0,0
178,3f494f58436b0d036fbd9cebb6d9dc4a,0,0,0.001777372,0,0,0,0
179,e1d4be86e4bc5098d276e7a1a7be6463,0,0,0.001776074,0,0,0,0
180,24fc3187c1394ceb53e8c32353465474,0,0,0.001702869,0,0,0,0
181,9473c06f55ee93e67248fce7d492520c,0,0,0.001643684,0,0,0,0
182,3669d704e061e2c4ac04210cf3375db3,0,0,0.001617392,0,0,0,0
183,3946fa377bbb5cc0f0e23fe84334056f,0,0,0.001597731,0,0,0,0
184,33f4dae352756ea73d54541657400b06,0,0,0.001542355,0,0,0,0
185,94d09f78d044ed486225d677db70a1be,0,0,0.001542291,0,0,0,0
186,5b0e9dfd42e54b2b7d77d490c255ee04,0,0,0.001437207,0,0,0,0
187,3f464b0a093586f5326531fa4cc5a3f7,0,0,0.00142453,0,0,0,0
188,784e6ac2def0f5637812462a88223943,0,0,0.001396021,0,0,0,0
189,7ef28d3bf9a5a82ce3ada461f27c3ea4,0,0,0.001356639,0,0,0,0
190,a86c6436f11cac561fe72ed442ffeada,0,0,0.001352712,0,0,0,0
191,901ff39e13533c9f27513b24c7e8fa3c,0,0,0.001300249,0,0,0,0
192,377f728ab6cae6ef478b5aaa69a4cf7d,0,0,0.001280447,0,0,0,0
193,965273e14e70d9074aefd33a413acc2e,0,0,0.001223681,0,0,0,0
194,787a71ad40b900682836b47aeb9b4de2,0,0,0.001214521,0,0,0,0
197,e0d10372e520a3651e80c05f62aa29e2,0,0,0.001091638,0,0,0,0
198,5fe86d36f3c7709acaa7433a4b5c7952,0,0,0.001054989,0,0,0,0
199,3063a8d34c40ef5c44e4c536d20db5c7,0,0,0.001048284,0,0,0,0
200,c571aad840ffcbceb26937710a7eead0,0,0,0.001025636,0,0,0,0
204,9d6f820ed0612ac9652b995ec60c589a,0,0,0.000957331,0,0,0,0
206,ae6572ef34c95b5b606cc8434d854c8c,0,0,0.000909775,0,0,0,0
207,1c51b7db56cf3cde0a2b683870bc08a4,0,0,0.000893986,0,0,0,0
208,33e0dfe447d8dc65020bb9839ae71330,0,0,0.000889469,0,0,0,0
209,72ae4d08f229b048b2a5de75e5297ccd,0,0,0.000884894,0,0,0,0
210,71271b444813044c824db5ee6a479905,0,0,0.000850222,0,0,0,0
211,325b54790db31bdd7fee857b197eaa50,0,0,0.000828446,0,0,0,0
213,b254630489ef131bc225c2bc30b15624,0,0,0.000787101,0,0,0,0
214,9c162b40222f36bcdc0f17251329d3d3,0,0,0.000753516,0,0,0,0
215,c38e26696582f4bfd007f0197c4d9dac,0,0,0.000753464,0,0,0,0
217,f981de64a3e7389b073b011696a62426,0,0,0.000739588,0,0,0,0
218,398942643f7466e3a7206a2e98d5e577,0,0,0.000736737,0,0,0,0
219,f7e47598bf866a38db149a883a328054,0,0,0.000718448,0,0,0,0
220,a19b78a87209b7fcb0f3d753bbf19c84,0,0,0.000669175,0,0,0,0
222,53e6c7ec16cea0dcf8f38c05c3d066ae,0,0,0.000602756,0,0,0,0
223,bfbccc5884fc09b08c3cb19ae8d04a85,0,0,0.000597347,0,0,0,0
224,052418652efa75005ce38d2f0d794193,0,0,0.000583287,0,0,0,0
225,444898214f3763fb877b9b5e10caf807,0,0,0.000561476,0,0,0,0
226,7701c73396a0b8e6d5fd7b95cbd49bf0,0,0,0.000538738,0,0,0,0
227,cfa31d43ef7c5532993d25af58f7f7a0,0,0,0.000527181,0,0,0,0
228,fbb1f077718569874b7d069da08f2d1a,0,0,0.000508114,0,0,0,0
230,0e4e1fe61b9b2f6a0ed992720648378b,0,0,0.000475632,0,0,0,0
231,b5b4a9a5a73ee44ddff75b127229f56c,0,0,0.000468995,0,0,0,0
232,b53aa30b9273caa40ec8c37c056ddd1f,0,0,0.000430426,0,0,0,0
233,40bbb82e6958911cca1db1366990ad6e,0,0,0.000428238,0,0,0,0
234,141abd757b8ec156f06c74571d7312e4,0,0,0.00042233,0,0,0,0
235,65c252307b97bbde913a8ac6708087e8,0,0,0.000418414,0,0,0,0
236,0f2dc5057fac25f5bfdfd5c3bb6f0544,0,0,0.000391827,0,0,0,0
237,70aa21fe609f92d19adf6f179be82cab,0,0,0.000391155,0,0,0,0
238,68d8fd169ac6df462a55dc5ff3c27430,0,0,0.000390088,0,0,0,0
240,760d18fbce49fb43f13cd453d65b9b37,0,0,0.000365914,0,0,0,0
241,157560d76043e50494d580c1d120e886,0,0,0.000360712,0,0,0,0
242,f7ed0786742b139a3c3111d2eeb92610,0,0,0.000356725,0,0,0,0
1442,c90e17f7d6ddf3a96c2753e0439f64ae,0.25,0,0,0,0.076923077,1,1
243,73af0c597aa4db4f870a3d8856d3d945,0,0,0.000355306,0,0,0,0
244,986a455822e6a7c70e0877e9a3113977,0,0,0.000350639,0,0,0,0
245,a026fe4d02e948ef3c1516ac1c9554c3,0,0,0.000344738,0,0,0,0
246,4ca8e4bd9f45b5ca3a82a6b8607231cf,0,0,0.000331271,0,0,0,0
248,a9240de46ca3a97adb3ff6e3471cc370,0,0,0.000323356,0,0,0,0
1448,cb8efe5a56de05f6ac2b842157e25ef2,0.25,0,0,0,0.076923077,1,1
249,f9cf0d4a03fffa2107b4185b8bddb409,0,0,0.000316748,0,0,0,0
250,e8be8661f54487685a41d2d51bf6b8f3,0,0,0.00030752,0,0,0,0
251,67b7d2edd35729e060df78bf54c63338,0,0,0.000302025,0,0,0,0
252,08a7d26d2556705bc55f02782858c863,0,0,0.000295535,0,0,0,0
253,5872dc48175c5fbdcfe535274d5719ad,0,0,0.000293765,0,0,0,0
254,997eb54564a2315ac1652f1797e9e1e3,0,0,0.000292669,0,0,0,0
255,0c83e226128061a0b6f1312ca9111374,0,0,0.000286955,0,0,0,0
256,1298a5ab40b055f768bc7b8126f896e1,0,0,0.000284373,0,0,0,0
257,a554e770ee3f98ec833a5dc879680ff4,0,0,0.000284156,0,0,0,0
258,52756819fe4231b63a7c2c7bef314df2,0,0,0.000277791,0,0,0,0
259,c5bfcc233cda76ce0f69cb4019d9d6e2,0,0,0.000276407,0,0,0,0
260,ca91e55aa8643ceb47875d6bfbc94282,0,0,0.000267729,0,0,0,0
261,abb97d404dc15b4888f74a9d6e943d4a,0,0,0.000263172,0,0,0,0
262,8233fb0e096993bcc499dba308557084,0,0,0.00026203,0,0,0,0
263,95e02bd60e81f8ebf45818b341aa4079,0,0,0.000252837,0,0,0,0
264,dd3f81cbe7137dfeeb33faaf3d84d6ef,0,0,0.000247773,0,0,0,0
265,6f4783c31ef79e4ae3fbf5021913c781,0,0,0.000238988,0,0,0,0
266,871eb895b5ae3d2d873c36dd74c37f4a,0,0,0.000237561,0,0,0,0
267,779654672e292ba6805b455a126b8d9d,0,0,0.000226248,0,0,0,0
268,e66391b0f3011179d80a4af83470c66f,0,0,0.000215406,0,0,0,0
269,c1630f4dde2c0ff46e3d045abc867012,0,0,0.000215265,0,0,0,0
270,4d4e990cf7699bbbb57ee35edcd5ac27,0,0,0.000214529,0,0,0,0
271,774b867bc306d2b22a95b4f2ee1fe06c,0,0,0.000204722,0,0,0,0
272,bdeea6b96088835d9319652e9fae3b87,0,0,0.00019489,0,0,0,0
273,bb3915e4b0592a963956f465262561d2,0,0,0.000194574,0,0,0,0
274,de027b1e3f5ed05ab7f571c2f38283e3,0,0,0.000191947,0,0,0,0
275,d06f209dbf6701c260396e41af8ec493,0,0,0.000187503,0,0,0,0
276,56a2f8684d3f842f3190871d80570f8a,0,0,0.000180622,0,0,0,0
277,ddf0fb51d80b096b2d415d65c134b9b7,0,0,0.000169529,0,0,0,0
278,efca94585d31c638e0604cd47cf0400e,0,0,0.000163342,0,0,0,0
279,c2a84545915939224fb21ed676848c1e,0,0,0.000163326,0,0,0,0
280,9c0252f6c58a8b7b6309c8c33458d2a3,0,0,0.000162629,0,0,0,0
281,fcf0d8925cd9629c26b74f65877d4fb4,0,0,0.000159329,0,0,0,0
282,223dda73c01b673d20b16f5717fc8b09,0,0,0.000156804,0,0,0,0
283,d40e17c81ae06e99f096824351cee0ef,0,0,0.000145311,0,0,0,0
284,3ebb40cde8d674dd4da13839868a898a,0,0,0.000143951,0,0,0,0
285,e1089f9966982640ce33d4b457f446cb,0,0,0.000142156,0,0,0,0
286,8a9354f5e400c30975fd98242ae1b06d,0,0,0.000139481,0,0,0,0
287,f69934099114d73ba4645b0fcae69f57,0,0,0.000138766,0,0,0,0
288,7083f79b5dde9d398193b80f9c94de9a,0,0,0.000137352,0,0,0,0
289,c02b0f7702fa006b5039ed603ae1303f,0,0,0.000128015,0,0,0,0
290,9528c86bee66f919a0bcc9270c7af469,0,0,0.000113124,0,0,0,0
291,2da6e8788d1725e241cd85f8b25ca76a,0,0,0.000105963,0,0,0,0
293,cbe33e65b6b6f33df1060c1daca5aa57,0,0,0.00010351,0,0,0,0
294,fcf94c8419431d64b3c5bb13f86fcd0a,0,0,0.000102806,0,0,0,0
295,13ade77df1564cdb2ebb772b5476b224,0,0,0.000102242,0,0,0,0
296,c78e8a94d25f0bd29ea12bf280d6c4d7,0,0,9.62E-05,0,0,0,0
297,8bc97d80f5e5b67328f84d1ba9c75e08,0,0,9.50E-05,0,0,0,0
298,8bca18d0e7e5229e682487cb57aa40e6,0,0,8.80E-05,0,0,0,0
299,5a1ad1cf83b1dd5db29d34bb1f906b46,0,0,8.48E-05,0,0,0,0
300,7969f765721762d81975afe6b37bdf3a,0,0,8.11E-05,0,0,0,0
301,efdaba07676968ebb36438f8f52c0b75,0,0,8.02E-05,0,0,0,0
302,6ead820c40d016d706b3591f64ed7885,0,0,7.88E-05,0,0,0,0
303,21c15a348fb7e0aed3bb66736f5a4cf4,0,0,7.55E-05,0,0,0,0
304,d07c13f96ed945c454a6eb7899ffda05,0,0,7.54E-05,0,0,0,0
305,c5baba9054b8bb1e6a4c3f06e9c043e1,0,0,7.47E-05,0,0,0,0
